OutageID,StartTime,DurationMinutes,Feeder,Cause,AffectedCustomers,EndTime
3834,2024-07-12 17:00:00,412,Feeder_9,Equipment Failure,205,2024-07-12 23:52:00
3835,2024-07-12 17:00:00,153,Feeder_7,Overload,580,2024-07-12 19:33:00
3836,2024-07-12 19:00:00,298,Feeder_5,Weather (High Wind),1280,2024-07-12 23:58:00
3837,2024-07-12 22:00:00,312,Feeder_8,Tree Contact,391,2024-07-13 03:12:00
3838,2024-07-13 01:00:00,113,Feeder_7,Tree Contact,177,2024-07-13 02:53:00
3839,2024-07-13 01:00:00,331,Feeder_9,Weather (Heavy Rain),562,2024-07-13 06:31:00
3840,2024-07-13 06:00:00,137,Feeder_10,Equipment Failure,286,2024-07-13 08:17:00
3841,2024-07-13 12:00:00,334,Feeder_1,Planned Maintenance,165,2024-07-13 17:34:00
3842,2024-07-13 12:00:00,301,Feeder_9,Tree Contact,396,2024-07-13 17:01:00
3843,2024-07-13 13:00:00,95,Feeder_7,Tree Contact,32,2024-07-13 14:35:00
3844,2024-07-13 18:00:00,471,Feeder_1,Unknown,209,2024-07-14 01:51:00
3845,2024-07-14 00:00:00,24,Feeder_1,Overload,964,2024-07-14 00:24:00
3846,2024-07-14 06:00:00,22,Feeder_5,Weather (High Wind),883,2024-07-14 06:22:00
3847,2024-07-14 08:00:00,419,Feeder_8,Tree Contact,59,2024-07-14 14:59:00
3848,2024-07-14 10:00:00,219,Feeder_9,Unknown,467,2024-07-14 13:39:00
3849,2024-07-14 12:00:00,329,Feeder_6,Unknown,195,2024-07-14 17:29:00
3850,2024-07-14 15:00:00,448,Feeder_10,Overload,830,2024-07-14 22:28:00
3851,2024-07-14 16:00:00,211,Feeder_8,Weather (High Wind),1312,2024-07-14 19:31:00
3852,2024-07-15 03:00:00,212,Feeder_6,Equipment Failure,125,2024-07-15 06:32:00
3853,2024-07-15 03:00:00,44,Feeder_6,Unknown,101,2024-07-15 03:44:00
3854,2024-07-15 08:00:00,415,Feeder_4,Overload,791,2024-07-15 14:55:00
3855,2024-07-15 15:00:00,473,Feeder_5,Unknown,465,2024-07-15 22:53:00
3856,2024-07-15 17:00:00,34,Feeder_2,Overload,323,2024-07-15 17:34:00
3857,2024-07-15 18:00:00,62,Feeder_3,Weather (High Wind),682,2024-07-15 19:02:00
3858,2024-07-16 01:00:00,471,Feeder_3,Unknown,132,2024-07-16 08:51:00
3859,2024-07-16 02:00:00,144,Feeder_5,Unknown,350,2024-07-16 04:24:00
3860,2024-07-16 05:00:00,307,Feeder_5,Equipment Failure,347,2024-07-16 10:07:00
3861,2024-07-16 12:00:00,399,Feeder_6,Weather (Heavy Rain),1216,2024-07-16 18:39:00
3862,2024-07-16 15:00:00,146,Feeder_5,Overload,271,2024-07-16 17:26:00
3863,2024-07-16 19:00:00,370,Feeder_6,Tree Contact,178,2024-07-17 01:10:00
3864,2024-07-16 23:00:00,68,Feeder_8,Overload,367,2024-07-17 00:08:00
3865,2024-07-17 04:00:00,392,Feeder_2,Overload,483,2024-07-17 10:32:00
3866,2024-07-17 06:00:00,295,Feeder_4,Weather (Heavy Rain),691,2024-07-17 10:55:00
3867,2024-07-17 07:00:00,401,Feeder_6,Equipment Failure,146,2024-07-17 13:41:00
3868,2024-07-17 09:00:00,279,Feeder_5,Weather (Heavy Rain),1188,2024-07-17 13:39:00
3869,2024-07-17 09:00:00,229,Feeder_1,Overload,693,2024-07-17 12:49:00
3870,2024-07-17 15:00:00,474,Feeder_9,Overload,235,2024-07-17 22:54:00
3871,2024-07-18 01:00:00,472,Feeder_3,Planned Maintenance,150,2024-07-18 08:52:00
3872,2024-07-18 07:00:00,304,Feeder_2,Equipment Failure,495,2024-07-18 12:04:00
3873,2024-07-18 09:00:00,57,Feeder_9,Tree Contact,402,2024-07-18 09:57:00
3874,2024-07-18 09:00:00,88,Feeder_7,Tree Contact,217,2024-07-18 10:28:00
3875,2024-07-18 11:00:00,364,Feeder_5,Tree Contact,269,2024-07-18 17:04:00
3876,2024-07-18 14:00:00,292,Feeder_6,Weather (High Wind),839,2024-07-18 18:52:00
3877,2024-07-18 22:00:00,340,Feeder_4,Tree Contact,272,2024-07-19 03:40:00
3878,2024-07-19 04:00:00,256,Feeder_1,Overload,374,2024-07-19 08:16:00
3879,2024-07-19 05:00:00,144,Feeder_4,Unknown,47,2024-07-19 07:24:00
3880,2024-07-19 07:00:00,364,Feeder_9,Unknown,212,2024-07-19 13:04:00
3881,2024-07-19 08:00:00,208,Feeder_1,Equipment Failure,233,2024-07-19 11:28:00
3882,2024-07-19 15:00:00,46,Feeder_10,Weather (Heavy Rain),1415,2024-07-19 15:46:00
3883,2024-07-20 00:00:00,120,Feeder_3,Overload,398,2024-07-20 02:00:00
3884,2024-07-20 12:00:00,414,Feeder_5,Overload,315,2024-07-20 18:54:00
3885,2024-07-20 14:00:00,218,Feeder_7,Overload,514,2024-07-20 17:38:00
3886,2024-07-20 14:00:00,15,Feeder_9,Weather (High Wind),865,2024-07-20 14:15:00
3887,2024-07-20 21:00:00,259,Feeder_6,Equipment Failure,220,2024-07-21 01:19:00
3888,2024-07-21 04:00:00,86,Feeder_3,Unknown,16,2024-07-21 05:26:00
3889,2024-07-21 07:00:00,446,Feeder_7,Tree Contact,372,2024-07-21 14:26:00
3890,2024-07-21 13:00:00,320,Feeder_4,Overload,419,2024-07-21 18:20:00
3891,2024-07-21 14:00:00,411,Feeder_3,Planned Maintenance,324,2024-07-21 20:51:00
3892,2024-07-21 15:00:00,29,Feeder_7,Equipment Failure,387,2024-07-21 15:29:00
3893,2024-07-21 21:00:00,67,Feeder_7,Tree Contact,286,2024-07-21 22:07:00
3894,2024-07-22 03:00:00,442,Feeder_4,Tree Contact,421,2024-07-22 10:22:00
3895,2024-07-22 03:00:00,22,Feeder_7,Overload,777,2024-07-22 03:22:00
3896,2024-07-22 07:00:00,344,Feeder_2,Overload,976,2024-07-22 12:44:00
3897,2024-07-22 13:00:00,60,Feeder_1,Equipment Failure,267,2024-07-22 14:00:00
3898,2024-07-22 16:00:00,339,Feeder_2,Equipment Failure,294,2024-07-22 21:39:00
3899,2024-07-22 18:00:00,128,Feeder_4,Equipment Failure,411,2024-07-22 20:08:00
3900,2024-07-22 18:00:00,161,Feeder_8,Unknown,46,2024-07-22 20:41:00
3901,2024-07-22 20:00:00,180,Feeder_3,Equipment Failure,438,2024-07-22 23:00:00
3902,2024-07-22 22:00:00,393,Feeder_10,Equipment Failure,54,2024-07-23 04:33:00
3903,2024-07-23 03:00:00,153,Feeder_6,Unknown,417,2024-07-23 05:33:00
3904,2024-07-23 10:00:00,131,Feeder_6,Weather (High Wind),1482,2024-07-23 12:11:00
3905,2024-07-23 11:00:00,313,Feeder_9,Tree Contact,55,2024-07-23 16:13:00
3906,2024-07-23 12:00:00,290,Feeder_9,Equipment Failure,149,2024-07-23 16:50:00
3907,2024-07-23 13:00:00,418,Feeder_4,Weather (High Wind),1183,2024-07-23 19:58:00
3908,2024-07-23 17:00:00,291,Feeder_9,Equipment Failure,310,2024-07-23 21:51:00
3909,2024-07-23 19:00:00,352,Feeder_6,Weather (High Wind),527,2024-07-24 00:52:00
3910,2024-07-23 19:00:00,327,Feeder_2,Unknown,283,2024-07-24 00:27:00
3911,2024-07-24 00:00:00,192,Feeder_10,Weather (Heavy Rain),772,2024-07-24 03:12:00
3912,2024-07-24 00:00:00,344,Feeder_6,Overload,333,2024-07-24 05:44:00
3913,2024-07-24 02:00:00,368,Feeder_2,Weather (High Wind),671,2024-07-24 08:08:00
3914,2024-07-24 06:00:00,168,Feeder_8,Weather (Heavy Rain),336,2024-07-24 08:48:00
3915,2024-07-24 09:00:00,428,Feeder_4,Weather (Heavy Rain),990,2024-07-24 16:08:00
3916,2024-07-24 19:00:00,215,Feeder_5,Tree Contact,467,2024-07-24 22:35:00
3917,2024-07-24 19:00:00,380,Feeder_8,Weather (High Wind),1143,2024-07-25 01:20:00
3918,2024-07-24 23:00:00,129,Feeder_8,Weather (Heavy Rain),1360,2024-07-25 01:09:00
3919,2024-07-24 23:00:00,173,Feeder_6,Unknown,251,2024-07-25 01:53:00
3920,2024-07-25 00:00:00,56,Feeder_4,Unknown,433,2024-07-25 00:56:00
3921,2024-07-25 01:00:00,261,Feeder_1,Overload,830,2024-07-25 05:21:00
3922,2024-07-25 07:00:00,82,Feeder_7,Planned Maintenance,261,2024-07-25 08:22:00
3923,2024-07-25 12:00:00,459,Feeder_8,Overload,321,2024-07-25 19:39:00
3924,2024-07-25 12:00:00,459,Feeder_9,Planned Maintenance,293,2024-07-25 19:39:00
3925,2024-07-25 14:00:00,340,Feeder_2,Equipment Failure,465,2024-07-25 19:40:00
3926,2024-07-25 14:00:00,348,Feeder_1,Tree Contact,473,2024-07-25 19:48:00
3927,2024-07-25 17:00:00,210,Feeder_4,Planned Maintenance,360,2024-07-25 20:30:00
3928,2024-07-26 03:00:00,104,Feeder_5,Overload,620,2024-07-26 04:44:00
3929,2024-07-26 09:00:00,125,Feeder_10,Unknown,332,2024-07-26 11:05:00
3930,2024-07-26 15:00:00,382,Feeder_1,Weather (High Wind),400,2024-07-26 21:22:00
3931,2024-07-26 18:00:00,373,Feeder_5,Tree Contact,109,2024-07-27 00:13:00
3932,2024-07-26 18:00:00,159,Feeder_6,Tree Contact,70,2024-07-26 20:39:00
3933,2024-07-26 21:00:00,289,Feeder_3,Unknown,112,2024-07-27 01:49:00
3934,2024-07-27 00:00:00,193,Feeder_7,Overload,691,2024-07-27 03:13:00
3935,2024-07-27 05:00:00,255,Feeder_6,Weather (High Wind),957,2024-07-27 09:15:00
3936,2024-07-27 05:00:00,340,Feeder_4,Planned Maintenance,128,2024-07-27 10:40:00
3937,2024-07-27 08:00:00,333,Feeder_3,Unknown,26,2024-07-27 13:33:00
3938,2024-07-27 15:00:00,345,Feeder_5,Planned Maintenance,314,2024-07-27 20:45:00
3939,2024-07-27 20:00:00,478,Feeder_3,Weather (Heavy Rain),389,2024-07-28 03:58:00
3940,2024-07-27 21:00:00,428,Feeder_10,Unknown,221,2024-07-28 04:08:00
3941,2024-07-27 22:00:00,167,Feeder_9,Unknown,87,2024-07-28 00:47:00
3942,2024-07-28 02:00:00,118,Feeder_9,Planned Maintenance,55,2024-07-28 03:58:00
3943,2024-07-28 02:00:00,89,Feeder_6,Equipment Failure,102,2024-07-28 03:29:00
3944,2024-07-28 02:00:00,142,Feeder_6,Tree Contact,386,2024-07-28 04:22:00
3945,2024-07-28 04:00:00,213,Feeder_4,Weather (High Wind),1329,2024-07-28 07:33:00
3946,2024-07-28 06:00:00,168,Feeder_4,Weather (Heavy Rain),1204,2024-07-28 08:48:00
3947,2024-07-28 14:00:00,70,Feeder_2,Overload,798,2024-07-28 15:10:00
3948,2024-07-28 18:00:00,292,Feeder_10,Equipment Failure,446,2024-07-28 22:52:00
3949,2024-07-28 22:00:00,359,Feeder_4,Weather (Heavy Rain),1462,2024-07-29 03:59:00
3950,2024-07-29 03:00:00,33,Feeder_8,Overload,488,2024-07-29 03:33:00
3951,2024-07-29 07:00:00,173,Feeder_10,Overload,848,2024-07-29 09:53:00
3952,2024-07-29 08:00:00,40,Feeder_2,Tree Contact,443,2024-07-29 08:40:00
3953,2024-07-30 04:00:00,440,Feeder_9,Planned Maintenance,52,2024-07-30 11:20:00
3954,2024-07-30 08:00:00,183,Feeder_1,Tree Contact,77,2024-07-30 11:03:00
3955,2024-07-30 10:00:00,37,Feeder_2,Overload,252,2024-07-30 10:37:00
3956,2024-07-30 15:00:00,61,Feeder_2,Equipment Failure,221,2024-07-30 16:01:00
3957,2024-07-30 16:00:00,27,Feeder_6,Tree Contact,212,2024-07-30 16:27:00
3958,2024-07-30 19:00:00,231,Feeder_7,Planned Maintenance,499,2024-07-30 22:51:00
3959,2024-07-31 01:00:00,336,Feeder_3,Weather (High Wind),394,2024-07-31 06:36:00
3960,2024-07-31 03:00:00,208,Feeder_9,Overload,404,2024-07-31 06:28:00
3961,2024-07-31 03:00:00,158,Feeder_5,Tree Contact,465,2024-07-31 05:38:00
3962,2024-07-31 05:00:00,87,Feeder_5,Unknown,293,2024-07-31 06:27:00
3963,2024-07-31 11:00:00,170,Feeder_4,Equipment Failure,438,2024-07-31 13:50:00
3964,2024-07-31 12:00:00,91,Feeder_9,Weather (Heavy Rain),931,2024-07-31 13:31:00
3965,2024-07-31 13:00:00,433,Feeder_8,Tree Contact,103,2024-07-31 20:13:00
3966,2024-07-31 17:00:00,183,Feeder_4,Equipment Failure,234,2024-07-31 20:03:00
3967,2024-07-31 21:00:00,475,Feeder_4,Equipment Failure,234,2024-08-01 04:55:00
3968,2024-08-01 05:00:00,301,Feeder_2,Weather (Heavy Rain),422,2024-08-01 10:01:00
3969,2024-08-01 06:00:00,99,Feeder_9,Equipment Failure,127,2024-08-01 07:39:00
3970,2024-08-01 06:00:00,430,Feeder_3,Equipment Failure,429,2024-08-01 13:10:00
3971,2024-08-01 19:00:00,196,Feeder_4,Overload,547,2024-08-01 22:16:00
3972,2024-08-01 21:00:00,470,Feeder_7,Equipment Failure,349,2024-08-02 04:50:00
3973,2024-08-02 04:00:00,329,Feeder_10,Tree Contact,298,2024-08-02 09:29:00
3974,2024-08-02 04:00:00,311,Feeder_8,Equipment Failure,290,2024-08-02 09:11:00
3975,2024-08-02 11:00:00,126,Feeder_8,Overload,250,2024-08-02 13:06:00
3976,2024-08-02 11:00:00,464,Feeder_4,Planned Maintenance,184,2024-08-02 18:44:00
3977,2024-08-02 14:00:00,244,Feeder_7,Weather (High Wind),665,2024-08-02 18:04:00
3978,2024-08-02 17:00:00,110,Feeder_10,Tree Contact,115,2024-08-02 18:50:00
3979,2024-08-02 17:00:00,452,Feeder_1,Equipment Failure,298,2024-08-03 00:32:00
3980,2024-08-02 21:00:00,182,Feeder_6,Weather (High Wind),990,2024-08-03 00:02:00
3981,2024-08-02 21:00:00,392,Feeder_6,Equipment Failure,332,2024-08-03 03:32:00
3982,2024-08-02 22:00:00,170,Feeder_6,Equipment Failure,151,2024-08-03 00:50:00
3983,2024-08-02 22:00:00,435,Feeder_2,Weather (High Wind),624,2024-08-03 05:15:00
3984,2024-08-02 23:00:00,119,Feeder_8,Unknown,426,2024-08-03 00:59:00
3985,2024-08-03 01:00:00,207,Feeder_5,Tree Contact,307,2024-08-03 04:27:00
3986,2024-08-03 03:00:00,344,Feeder_5,Equipment Failure,479,2024-08-03 08:44:00
3987,2024-08-03 06:00:00,453,Feeder_2,Unknown,202,2024-08-03 13:33:00
3988,2024-08-03 10:00:00,146,Feeder_4,Equipment Failure,360,2024-08-03 12:26:00
3989,2024-08-03 11:00:00,369,Feeder_9,Unknown,312,2024-08-03 17:09:00
3990,2024-08-03 17:00:00,396,Feeder_9,Tree Contact,300,2024-08-03 23:36:00
3991,2024-08-04 00:00:00,152,Feeder_6,Tree Contact,382,2024-08-04 02:32:00
3992,2024-08-04 01:00:00,445,Feeder_9,Weather (Heavy Rain),706,2024-08-04 08:25:00
3993,2024-08-04 02:00:00,345,Feeder_4,Unknown,425,2024-08-04 07:45:00
3994,2024-08-04 02:00:00,284,Feeder_1,Unknown,448,2024-08-04 06:44:00
3995,2024-08-04 03:00:00,52,Feeder_2,Tree Contact,447,2024-08-04 03:52:00
3996,2024-08-04 05:00:00,410,Feeder_1,Weather (High Wind),1295,2024-08-04 11:50:00
3997,2024-08-04 20:00:00,59,Feeder_8,Weather (Heavy Rain),818,2024-08-04 20:59:00
3998,2024-08-04 21:00:00,415,Feeder_9,Weather (High Wind),1195,2024-08-05 03:55:00
3999,2024-08-04 21:00:00,478,Feeder_10,Unknown,452,2024-08-05 04:58:00
4000,2024-08-05 01:00:00,177,Feeder_6,Equipment Failure,465,2024-08-05 03:57:00
4001,2024-08-05 02:00:00,464,Feeder_2,Overload,239,2024-08-05 09:44:00
4002,2024-08-05 03:00:00,345,Feeder_6,Unknown,151,2024-08-05 08:45:00
4003,2024-08-05 07:00:00,267,Feeder_9,Unknown,411,2024-08-05 11:27:00
4004,2024-08-05 11:00:00,183,Feeder_3,Equipment Failure,393,2024-08-05 14:03:00
4005,2024-08-05 15:00:00,465,Feeder_9,Overload,449,2024-08-05 22:45:00
4006,2024-08-05 18:00:00,299,Feeder_2,Unknown,231,2024-08-05 22:59:00
4007,2024-08-05 18:00:00,288,Feeder_5,Tree Contact,234,2024-08-05 22:48:00
4008,2024-08-05 22:00:00,34,Feeder_2,Weather (Heavy Rain),376,2024-08-05 22:34:00
4009,2024-08-06 00:00:00,253,Feeder_7,Equipment Failure,193,2024-08-06 04:13:00
4010,2024-08-06 00:00:00,284,Feeder_10,Unknown,373,2024-08-06 04:44:00
4011,2024-08-06 02:00:00,432,Feeder_9,Overload,417,2024-08-06 09:12:00
4012,2024-08-06 05:00:00,447,Feeder_7,Equipment Failure,491,2024-08-06 12:27:00
4013,2024-08-06 06:00:00,324,Feeder_5,Overload,378,2024-08-06 11:24:00
4014,2024-08-06 06:00:00,45,Feeder_4,Unknown,122,2024-08-06 06:45:00
4015,2024-08-06 13:00:00,328,Feeder_4,Planned Maintenance,190,2024-08-06 18:28:00
4016,2024-08-06 18:00:00,118,Feeder_10,Planned Maintenance,208,2024-08-06 19:58:00
4017,2024-08-06 19:00:00,184,Feeder_8,Tree Contact,399,2024-08-06 22:04:00
4018,2024-08-07 06:00:00,200,Feeder_10,Unknown,79,2024-08-07 09:20:00
4019,2024-08-07 09:00:00,142,Feeder_10,Planned Maintenance,95,2024-08-07 11:22:00
4020,2024-08-07 10:00:00,224,Feeder_10,Planned Maintenance,401,2024-08-07 13:44:00
4021,2024-08-07 11:00:00,428,Feeder_10,Unknown,494,2024-08-07 18:08:00
4022,2024-08-07 15:00:00,295,Feeder_10,Tree Contact,408,2024-08-07 19:55:00
4023,2024-08-07 15:00:00,461,Feeder_1,Weather (High Wind),533,2024-08-07 22:41:00
4024,2024-08-07 20:00:00,267,Feeder_5,Unknown,48,2024-08-08 00:27:00
4025,2024-08-07 20:00:00,33,Feeder_2,Planned Maintenance,140,2024-08-07 20:33:00
4026,2024-08-07 21:00:00,214,Feeder_9,Weather (Heavy Rain),1129,2024-08-08 00:34:00
4027,2024-08-07 22:00:00,234,Feeder_7,Equipment Failure,19,2024-08-08 01:54:00
4028,2024-08-07 23:00:00,150,Feeder_10,Weather (High Wind),885,2024-08-08 01:30:00
4029,2024-08-08 02:00:00,237,Feeder_8,Weather (Heavy Rain),783,2024-08-08 05:57:00
4030,2024-08-08 03:00:00,17,Feeder_6,Equipment Failure,311,2024-08-08 03:17:00
4031,2024-08-08 11:00:00,465,Feeder_9,Unknown,159,2024-08-08 18:45:00
4032,2024-08-08 12:00:00,250,Feeder_6,Overload,750,2024-08-08 16:10:00
4033,2024-08-08 16:00:00,356,Feeder_7,Tree Contact,202,2024-08-08 21:56:00
4034,2024-08-08 16:00:00,479,Feeder_7,Weather (High Wind),570,2024-08-08 23:59:00
4035,2024-08-08 20:00:00,242,Feeder_9,Tree Contact,28,2024-08-09 00:02:00
4036,2024-08-08 20:00:00,415,Feeder_8,Equipment Failure,493,2024-08-09 02:55:00
4037,2024-08-08 22:00:00,156,Feeder_1,Tree Contact,327,2024-08-09 00:36:00
4038,2024-08-08 22:00:00,23,Feeder_4,Equipment Failure,107,2024-08-08 22:23:00
4039,2024-08-09 05:00:00,204,Feeder_7,Equipment Failure,66,2024-08-09 08:24:00
4040,2024-08-09 08:00:00,364,Feeder_8,Equipment Failure,360,2024-08-09 14:04:00
4041,2024-08-09 11:00:00,419,Feeder_7,Equipment Failure,116,2024-08-09 17:59:00
4042,2024-08-09 15:00:00,474,Feeder_3,Overload,382,2024-08-09 22:54:00
4043,2024-08-09 18:00:00,179,Feeder_4,Weather (Heavy Rain),1238,2024-08-09 20:59:00
4044,2024-08-09 19:00:00,153,Feeder_7,Unknown,150,2024-08-09 21:33:00
4045,2024-08-09 19:00:00,290,Feeder_8,Weather (Heavy Rain),768,2024-08-09 23:50:00
4046,2024-08-09 23:00:00,305,Feeder_7,Planned Maintenance,409,2024-08-10 04:05:00
4047,2024-08-10 01:00:00,67,Feeder_6,Tree Contact,380,2024-08-10 02:07:00
4048,2024-08-10 10:00:00,189,Feeder_9,Planned Maintenance,384,2024-08-10 13:09:00
4049,2024-08-10 21:00:00,124,Feeder_9,Weather (High Wind),931,2024-08-10 23:04:00
4050,2024-08-11 01:00:00,217,Feeder_7,Tree Contact,221,2024-08-11 04:37:00
4051,2024-08-11 01:00:00,450,Feeder_8,Equipment Failure,50,2024-08-11 08:30:00
4052,2024-08-11 02:00:00,150,Feeder_6,Overload,935,2024-08-11 04:30:00
4053,2024-08-11 02:00:00,18,Feeder_1,Weather (High Wind),846,2024-08-11 02:18:00
4054,2024-08-11 07:00:00,169,Feeder_1,Tree Contact,48,2024-08-11 09:49:00
4055,2024-08-11 10:00:00,186,Feeder_6,Unknown,22,2024-08-11 13:06:00
4056,2024-08-11 12:00:00,438,Feeder_2,Overload,363,2024-08-11 19:18:00
4057,2024-08-11 13:00:00,372,Feeder_8,Equipment Failure,105,2024-08-11 19:12:00
4058,2024-08-11 23:00:00,61,Feeder_1,Weather (Heavy Rain),1018,2024-08-12 00:01:00
4059,2024-08-12 02:00:00,108,Feeder_2,Unknown,113,2024-08-12 03:48:00
4060,2024-08-12 03:00:00,442,Feeder_8,Tree Contact,363,2024-08-12 10:22:00
4061,2024-08-12 03:00:00,62,Feeder_6,Weather (High Wind),1307,2024-08-12 04:02:00
4062,2024-08-12 04:00:00,254,Feeder_10,Overload,945,2024-08-12 08:14:00
4063,2024-08-12 17:00:00,361,Feeder_2,Weather (Heavy Rain),569,2024-08-12 23:01:00
4064,2024-08-12 18:00:00,227,Feeder_2,Planned Maintenance,97,2024-08-12 21:47:00
4065,2024-08-13 02:00:00,450,Feeder_7,Unknown,102,2024-08-13 09:30:00
4066,2024-08-13 06:00:00,354,Feeder_5,Equipment Failure,183,2024-08-13 11:54:00
4067,2024-08-13 12:00:00,338,Feeder_5,Tree Contact,485,2024-08-13 17:38:00
4068,2024-08-13 15:00:00,153,Feeder_8,Weather (High Wind),904,2024-08-13 17:33:00
4069,2024-08-13 18:00:00,219,Feeder_7,Equipment Failure,118,2024-08-13 21:39:00
4070,2024-08-14 04:00:00,395,Feeder_9,Weather (High Wind),1264,2024-08-14 10:35:00
4071,2024-08-14 07:00:00,87,Feeder_4,Weather (Heavy Rain),677,2024-08-14 08:27:00
4072,2024-08-14 07:00:00,18,Feeder_10,Overload,576,2024-08-14 07:18:00
4073,2024-08-14 15:00:00,90,Feeder_4,Unknown,190,2024-08-14 16:30:00
4074,2024-08-14 19:00:00,343,Feeder_2,Overload,904,2024-08-15 00:43:00
4075,2024-08-14 23:00:00,91,Feeder_3,Unknown,50,2024-08-15 00:31:00
4076,2024-08-15 00:00:00,318,Feeder_1,Unknown,268,2024-08-15 05:18:00
4077,2024-08-15 01:00:00,270,Feeder_1,Planned Maintenance,130,2024-08-15 05:30:00
4078,2024-08-15 02:00:00,424,Feeder_7,Equipment Failure,86,2024-08-15 09:04:00
4079,2024-08-15 03:00:00,116,Feeder_5,Unknown,104,2024-08-15 04:56:00
4080,2024-08-15 03:00:00,120,Feeder_3,Planned Maintenance,278,2024-08-15 05:00:00
4081,2024-08-15 04:00:00,347,Feeder_7,Overload,696,2024-08-15 09:47:00
4082,2024-08-15 07:00:00,53,Feeder_2,Tree Contact,27,2024-08-15 07:53:00
4083,2024-08-15 12:00:00,328,Feeder_3,Overload,796,2024-08-15 17:28:00
4084,2024-08-15 18:00:00,289,Feeder_1,Unknown,180,2024-08-15 22:49:00
4085,2024-08-15 18:00:00,102,Feeder_8,Unknown,171,2024-08-15 19:42:00
4086,2024-08-15 18:00:00,225,Feeder_2,Unknown,474,2024-08-15 21:45:00
4087,2024-08-15 23:00:00,383,Feeder_7,Planned Maintenance,320,2024-08-16 05:23:00
4088,2024-08-15 23:00:00,91,Feeder_9,Tree Contact,61,2024-08-16 00:31:00
4089,2024-08-16 00:00:00,91,Feeder_6,Overload,660,2024-08-16 01:31:00
4090,2024-08-16 11:00:00,456,Feeder_2,Overload,954,2024-08-16 18:36:00
4091,2024-08-16 14:00:00,42,Feeder_2,Equipment Failure,447,2024-08-16 14:42:00
4092,2024-08-16 20:00:00,259,Feeder_9,Weather (Heavy Rain),476,2024-08-17 00:19:00
4093,2024-08-17 00:00:00,80,Feeder_10,Unknown,379,2024-08-17 01:20:00
4094,2024-08-17 01:00:00,280,Feeder_8,Unknown,257,2024-08-17 05:40:00
4095,2024-08-17 01:00:00,396,Feeder_9,Overload,673,2024-08-17 07:36:00
4096,2024-08-17 06:00:00,219,Feeder_4,Weather (High Wind),573,2024-08-17 09:39:00
4097,2024-08-17 13:00:00,72,Feeder_4,Weather (Heavy Rain),936,2024-08-17 14:12:00
4098,2024-08-17 14:00:00,215,Feeder_2,Tree Contact,405,2024-08-17 17:35:00
4099,2024-08-17 21:00:00,239,Feeder_10,Weather (High Wind),326,2024-08-18 00:59:00
4100,2024-08-18 02:00:00,156,Feeder_1,Tree Contact,148,2024-08-18 04:36:00
4101,2024-08-18 06:00:00,395,Feeder_10,Unknown,313,2024-08-18 12:35:00
4102,2024-08-18 07:00:00,382,Feeder_4,Planned Maintenance,366,2024-08-18 13:22:00
4103,2024-08-18 07:00:00,98,Feeder_10,Planned Maintenance,229,2024-08-18 08:38:00
4104,2024-08-18 08:00:00,157,Feeder_10,Overload,884,2024-08-18 10:37:00
4105,2024-08-18 09:00:00,366,Feeder_8,Equipment Failure,245,2024-08-18 15:06:00
4106,2024-08-18 09:00:00,47,Feeder_2,Tree Contact,216,2024-08-18 09:47:00
4107,2024-08-18 11:00:00,415,Feeder_8,Planned Maintenance,153,2024-08-18 17:55:00
4108,2024-08-18 15:00:00,166,Feeder_1,Unknown,208,2024-08-18 17:46:00
4109,2024-08-18 15:00:00,172,Feeder_1,Tree Contact,312,2024-08-18 17:52:00
4110,2024-08-18 16:00:00,460,Feeder_4,Planned Maintenance,332,2024-08-18 23:40:00
4111,2024-08-18 16:00:00,155,Feeder_7,Tree Contact,296,2024-08-18 18:35:00
4112,2024-08-18 20:00:00,460,Feeder_9,Overload,236,2024-08-19 03:40:00
4113,2024-08-19 04:00:00,265,Feeder_5,Planned Maintenance,273,2024-08-19 08:25:00
4114,2024-08-19 04:00:00,317,Feeder_2,Planned Maintenance,226,2024-08-19 09:17:00
4115,2024-08-19 05:00:00,126,Feeder_7,Overload,798,2024-08-19 07:06:00
4116,2024-08-19 08:00:00,158,Feeder_2,Overload,840,2024-08-19 10:38:00
4117,2024-08-19 14:00:00,464,Feeder_9,Tree Contact,443,2024-08-19 21:44:00
4118,2024-08-19 14:00:00,223,Feeder_9,Equipment Failure,300,2024-08-19 17:43:00
4119,2024-08-19 21:00:00,238,Feeder_3,Unknown,469,2024-08-20 00:58:00
4120,2024-08-19 23:00:00,57,Feeder_8,Weather (Heavy Rain),875,2024-08-19 23:57:00
4121,2024-08-20 02:00:00,278,Feeder_4,Equipment Failure,478,2024-08-20 06:38:00
4122,2024-08-20 05:00:00,258,Feeder_3,Equipment Failure,483,2024-08-20 09:18:00
4123,2024-08-20 06:00:00,17,Feeder_1,Unknown,448,2024-08-20 06:17:00
4124,2024-08-20 14:00:00,139,Feeder_5,Planned Maintenance,203,2024-08-20 16:19:00
4125,2024-08-20 15:00:00,282,Feeder_4,Planned Maintenance,279,2024-08-20 19:42:00
4126,2024-08-20 19:00:00,98,Feeder_1,Equipment Failure,375,2024-08-20 20:38:00
4127,2024-08-20 22:00:00,30,Feeder_10,Unknown,269,2024-08-20 22:30:00
4128,2024-08-21 04:00:00,348,Feeder_8,Tree Contact,410,2024-08-21 09:48:00
